zone,state,lga,sector,ea,hhid,indiv,cropcode,FILTER1,phl_q1,phl_q2,phl_q3,phl_q4__1,phl_q4__2,phl_q4__3,phl_q4__4,phl_q4__5,phl_q4__6,phl_q5
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269015,2,1070. GUINEA CORN (SORGHUM),YES,1. YES,3,4,0,0,0,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269015,1,1070. GUINEA CORN (SORGHUM),YES,1. YES,4,4,1,0,0,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269015,6,1070. GUINEA CORN (SORGHUM),YES,1. YES,3,5,0,0,0,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269015,1,1080. MAIZE,YES,1. YES,5,4,0,1,0,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269015,6,1080. MAIZE,YES,1. YES,3,6,1,0,0,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269015,2,1080. MAIZE,YES,1. YES,3,6,1,0,0,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269015,2,2040. BEENI-SEED/SESAME,YES,1. YES,4,4,1,1,1,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269015,1,2040. BEENI-SEED/SESAME,YES,1. YES,4,3,1,0,1,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269015,6,2040. BEENI-SEED/SESAME,YES,1. YES,3,6,0,0,1,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269017,1,1070. GUINEA CORN (SORGHUM),YES,1. YES,3,4,0,1,0,1,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269017,2,1070. GUINEA CORN (SORGHUM),YES,1. YES,3,5,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269017,5102,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269017,5101,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269017,3,1070. GUINEA CORN (SORGHUM),YES,1. YES,3,5,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269017,5102,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269017,5101,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269017,1,1080. MAIZE,YES,1. YES,2,7,1,1,0,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269017,2,1080. MAIZE,YES,1. YES,3,7,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269017,3,1080. MAIZE,YES,1. YES,3,7,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269018,1,1070. GUINEA CORN (SORGHUM),YES,1. YES,3,2,0,0,0,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269018,2001,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269018,301,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269018,1601,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269018,1601,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269018,301,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269018,1,1080. MAIZE,YES,1. YES,3,2,0,0,0,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269018,2001,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,8,1060. GROUND NUT/PEANUTS,YES,1. YES,4,6,0,1,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,101,1060. GROUND NUT/PEANUTS,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,1,1060. GROUND NUT/PEANUTS,YES,1. YES,4,6,0,1,0,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,105,1060. GROUND NUT/PEANUTS,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,7,1060. GROUND NUT/PEANUTS,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,110,1060. GROUND NUT/PEANUTS,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,111,1060. GROUND NUT/PEANUTS,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,102,1060. GROUND NUT/PEANUTS,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,112,1060. GROUND NUT/PEANUTS,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,103,1060. GROUND NUT/PEANUTS,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,10,1060. GROUND NUT/PEANUTS,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,106,1060. GROUND NUT/PEANUTS,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,3,1060. GROUND NUT/PEANUTS,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,2,1060. GROUND NUT/PEANUTS,YES,1. YES,4,6,0,1,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,6,1060. GROUND NUT/PEANUTS,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,107,1060. GROUND NUT/PEANUTS,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,9,1060. GROUND NUT/PEANUTS,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,104,1060. GROUND NUT/PEANUTS,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,7,1070. GUINEA CORN (SORGHUM),YES,1. YES,3,6,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,106,1070. GUINEA CORN (SORGHUM),YES,1. YES,3,6,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,105,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,103,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,9,1070. GUINEA CORN (SORGHUM),YES,1. YES,3,6,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,2,1070. GUINEA CORN (SORGHUM),YES,1. YES,3,4,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,10,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,8,1070. GUINEA CORN (SORGHUM),YES,1. YES,3,6,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,6,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,104,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,3,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,111,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,112,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,107,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,101,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,102,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,1,1070. GUINEA CORN (SORGHUM),YES,1. YES,3,6,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,110,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,112,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,1,1080. MAIZE,YES,1. YES,4,6,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,8,1080. MAIZE,YES,1. YES,3,6,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,106,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,6,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,10,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,111,1080. MAIZE,YES,1. YES,3,6,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,102,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,9,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,110,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,105,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,2,1080. MAIZE,YES,1. YES,3,6,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,3,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,7,1080. MAIZE,YES,1. YES,3,6,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,104,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,101,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,107,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269019,103,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269020,2,1070. GUINEA CORN (SORGHUM),YES,1. YES,3,6,1,1,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269020,1,1070. GUINEA CORN (SORGHUM),YES,1. YES,2,8,1,0,0,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269020,2,1080. MAIZE,YES,1. YES,2,6,1,0,1,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269020,1,1080. MAIZE,YES,1. YES,2,7,0,1,0,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1313,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1311,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1308,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1309,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1307,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1312,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1310,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1305,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1301,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1304,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1302,1070. GUINEA CORN (SORGHUM),YES,1. YES,3,4,0,0,0,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1314,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1303,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1312,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1313,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1304,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1307,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1303,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1309,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1310,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1301,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1302,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1314,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1311,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1308,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1305,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1308,2040. BEENI-SEED/SESAME,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1313,2040. BEENI-SEED/SESAME,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1304,2040. BEENI-SEED/SESAME,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1305,2040. BEENI-SEED/SESAME,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1312,2040. BEENI-SEED/SESAME,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1302,2040. BEENI-SEED/SESAME,YES,1. YES,1,2,0,0,0,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1314,2040. BEENI-SEED/SESAME,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1310,2040. BEENI-SEED/SESAME,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1303,2040. BEENI-SEED/SESAME,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1301,2040. BEENI-SEED/SESAME,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1311,2040. BEENI-SEED/SESAME,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1309,2040. BEENI-SEED/SESAME,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269021,1307,2040. BEENI-SEED/SESAME,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269023,7,1070. GUINEA CORN (SORGHUM),YES,1. YES,1,6,0,0,1,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269023,5,1070. GUINEA CORN (SORGHUM),YES,1. YES,1,6,0,1,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269023,8,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269023,4,1070. GUINEA CORN (SORGHUM),YES,1. YES,1,6,0,1,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269023,2,1070. GUINEA CORN (SORGHUM),YES,1. YES,2,6,1,0,0,1,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269023,1,1070. GUINEA CORN (SORGHUM),YES,1. YES,1,5,0,0,0,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269023,5,1080. MAIZE,YES,1. YES,1,6,0,0,1,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269023,2,1080. MAIZE,YES,1. YES,2,6,0,0,1,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269023,1,1080. MAIZE,YES,1. YES,1,4,0,0,0,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269023,4,1080. MAIZE,YES,1. YES,1,5,0,0,1,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269023,8,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269023,7,1080. MAIZE,YES,1. YES,2,5,0,0,1,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269023,7,2040. BEENI-SEED/SESAME,YES,1. YES,1,5,0,0,1,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269023,4,2040. BEENI-SEED/SESAME,YES,1. YES,1,4,0,1,0,1,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269023,1,2040. BEENI-SEED/SESAME,YES,1. YES,1,3,0,1,0,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269023,2,2040. BEENI-SEED/SESAME,YES,1. YES,1,5,1,1,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269023,8,2040. BEENI-SEED/SESAME,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269023,5,2040. BEENI-SEED/SESAME,YES,1. YES,1,4,0,0,1,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,7,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,2,1070. GUINEA CORN (SORGHUM),YES,1. YES,2,3,1,0,1,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,1,1070. GUINEA CORN (SORGHUM),YES,1. YES,2,4,1,0,0,1,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,1602,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,8,1070. GUINEA CORN (SORGHUM),YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,1,1080. MAIZE,YES,1. YES,3,2,0,0,0,0,0,1,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,8,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,7,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,2,1080. MAIZE,YES,1. YES,3,3,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,1602,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,7,1110. RICE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,1,1110. RICE,YES,1. YES,2,2,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,2,1110. RICE,YES,1. YES,1,2,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,1602,1110. RICE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,8,1110. RICE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,8,2040. BEENI-SEED/SESAME,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,1602,2040. BEENI-SEED/SESAME,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,7,2040. BEENI-SEED/SESAME,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,2,2040. BEENI-SEED/SESAME,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2604. BORGU,2. RURAL,1652,269024,1,2040. BEENI-SEED/SESAME,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269025,1,1020. CASSAVA,YES,1. YES,6,6,1,0,0,0,0,1,0. NONE
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269025,3,1020. CASSAVA,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269025,6,1020. CASSAVA,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269025,5101,1020. CASSAVA,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269025,5,1020. CASSAVA,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269025,301,1020. CASSAVA,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269025,101,1020. CASSAVA,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269025,3,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269025,101,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269025,5101,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269025,6,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269025,5,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269025,301,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269025,1,1080. MAIZE,YES,1. YES,4,6,0,0,0,0,0,1,0. NONE
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,5,1080. MAIZE,YES,1. YES,2,5,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,1302,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,1301,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,6,1080. MAIZE,YES,1. YES,2,5,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,1,1080. MAIZE,YES,1. YES,2,5,1,0,0,0,0,1,0. NONE
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,2,1080. MAIZE,YES,1. YES,2,5,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,4,1080. MAIZE,YES,1. YES,2,5,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,7,1080. MAIZE,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,3,1080. MAIZE,YES,1. YES,2,5,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,2,1100. MILLET/MAIWA,YES,1. YES,2,5,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,5,1100. MILLET/MAIWA,YES,1. YES,2,5,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,1301,1100. MILLET/MAIWA,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,1,1100. MILLET/MAIWA,YES,1. YES,2,5,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,6,1100. MILLET/MAIWA,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,4,1100. MILLET/MAIWA,YES,1. YES,2,5,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,3,1100. MILLET/MAIWA,YES,1. YES,2,5,1,0,0,0,0,0,0. NONE
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,1302,1100. MILLET/MAIWA,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,7,1100. MILLET/MAIWA,YES,2. NO,,,,,,,,,
1. North Central,26. Niger,2608. GBAKO,2. RURAL,786,269026,1302,1110. RICE,YES,2. NO,,,,,,,,,
